"id","rated","created_at","last_move_at","turns","victory_status","winner","increment_code","white_id","white_rating","black_id","black_rating","moves","opening_eco","opening_name","opening_ply","time","increment","modality","duration","diff","diff_num","winner_num","rated_num"
"IdLtnMSr","TRUE",1504201250158,1504201797726,54,"resign","black","10+0","wiggleitjiggleit",1454,"wachmacher",1421,"d4 d5 c4 e6 Nf3 c5 cxd5 exd5 dxc5 Bxc5 e3 Nc6 Nd4 Nxd4 exd4 Bb4+ Bd2 Bxd2+ Nxd2 Qf6 Bb5+ Bd7 Bxd7+ Kxd7 Qa4+ Qc6 Qa3 Ne7 O-O Qd6 Qa4+ Qc6 Qa3 Qd6 b4 Rhe8 Rfe1 Nf5 Qa4+ Qc6 b5 Rxe1+ Rxe1 Qc3 b6+ Kd6 Qd1 axb6 Qc1 Qxc1 Rxc1 Rxa2 h3 Rxd2","D30","Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch",6,10,0,"Fast",547568,33,1,-1,1
"jVg6I7ln","TRUE",1504200569976,1504201185995,43,"resign","white","10+0","pv2017",1444,"wiggleitjiggleit",1465,"b4 f6 Bb2 Nc6 b5 Na5 e4 a6 a4 c6 Nf3 e6 Be2 Bc5 d4 Bb4+ Bc3 Bxc3+ Nxc3 Ne7 O-O d5 e5 fxe5 Nxe5 Bd7 Bd3 Ng6 Qh5 Qf6 Nxg6 Qf7 Qg5 h6 Qe5 Qf6 Qxf6 gxf6 Nxh8 O-O-O Ng6 Rg8 Ne7+","A00","Polish Opening",1,10,0,"Fast",616019,-21,-1,1,1
"FBDzyVF9","TRUE",1504191075205,1504191357674,34,"resign","black","10+0","blazingheart",1387,"wiggleitjiggleit",1457,"c4 g6 d4 Bg7 e4 d6 Nf3 Nf6 Nc3 c6 e5 dxe5 Nxe5 O-O Bf4 Nbd7 d5 Nxe5 Bxe5 cxd5 Nxd5 Nxd5 Bxg7 Kxg7 Qd4+ Kg8 Rd1 Qa5+ Ke2 Nf6 f4 Bg4+ Kf2 Rad8","E90","King's Indian Defense: Normal Variation |  Rare Defenses",9,10,0,"Fast",282469,-70,-1,-1,1
"99WIHFGT","TRUE",1504190129222,1504191002725,122,"resign","black","10+0","imlimbad",1417,"wiggleitjiggleit",1447,"e3 d5 d4 Nc6 h3 Bf5 Nf3 e6 a3 Nf6 Be2 Ne4 O-O h6 c4 dxc4 Bxc4 Ng5 Nh4 Nxh3+ gxh3 Qxh4 Qf3 Bxh3 Rd1 Bg4 Qg3 Qxg3+ fxg3 Bxd1 Bd2 O-O-O Nc3 Bg4 Rf1 f5 d5 Ne5 Be2 Bxe2 Nxe2 Rxd5 Bc3 Bd6 Nf4 Rc5 Nxe6 Rxc3 bxc3 Re8 Nxg7 Re7 Nxf5 Rf7 e4 Bc5+ Kg2 Nc4 Rd1 Ne3+ Nxe3 Bxe3 Rf1 Rxf1 Kxf1 Bd2 c4 Bc1 a4 Kd7 Ke2 Kd6 Kf3 Bg5 Kg4 Ke5 Kf3 c6 g4 a6 c5 Kd4 a5 Kxc5 e5 Kd5 e6 Kxe6 Ke4 Kd6 Kd3 Kc5 Kc3 Kb5 Kd4 Kxa5 Ke5 b5 Kd6 Kb6 Kd7 a5 Kd6 a4 Ke5 a3 Kd4 a2 Kc3 a1=Q+ Kd3 Qc1 Ke4 b4 Kd4 b3 Ke5 b2 Kf5 b1=Q+ Ke6 Qe1+","D00","Queen's Pawn Game #2",3,10,0,"Fast",873503,-30,-1,-1,1
"IwZxp7dg","TRUE",1504115574581,1504115974294,51,"mate","white","10+0","wiggleitjiggleit",1436,"simplymaster",1439,"d4 c6 c4 d5 e3 Nf6 Bd3 Nbd7 Nf3 e6 Nc3 Bb4 e4 Bxc3+ bxc3 dxe4 Ne5 exd3 Qxd3 O-O Qg3 Nxe5 dxe5 Ne4 Qe3 Nxc3 Qxc3 Qc7 Qe3 b6 O-O Rd8 Bd2 Ba6 Rad1 Bxc4 Qg3 Bxf1 Bh6 g6 Qf4 Rxd1 h3 Bd3+ Kh2 Re1 g3 Rxe5 Qf6 Re2 Qg7#","D46","Semi-Slav Defense: Romih Variation",12,10,0,"Fast",399713,-3,-1,1,1
"izepvFbk","TRUE",1504113507604,1504114564640,79,"outoftime","white","10+0","wiggleitjiggleit",1437,"simplymaster",1446,"e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Bd3 Nxe4 Bxe4 Nd7 d5 Nf6 f3 cxd5 Bd3 e6 Ne2 Bd6 b3 O-O Bb2 Qa5+ Bc3 Bb4 Qd2 d4 Bxb4 Qb6 Bxf8 Kxf8 O-O e5 f4 e4 Bc4 d3+ Kh1 dxe2 Bxe2 e3 Qd3 g6 c4 Bf5 Qc3 Rc8 a3 a5 b4 axb4 axb4 Be4 c5 Qc6 Bf3 Bxf3 Rxf3 Nd5 Qd4 Re8 Rd1 e2 Re1 Nc7 Re3 Nb5 Rxe8+ Qxe8 Qd3 Kg7 Qxe2 Qxe2 Rxe2 Kf6 g3 Kf5 Re5+","B15","Caro-Kann Defense: Alekhine Gambit",9,10,0,"Fast",1057036,-9,-1,1,1
"079kHDqh","TRUE",1504113218482,1504113454255,32,"resign","black","10+0","wiggleitjiggleit",1448,"penguin_lo",1436,"d4 d5 c4 Bf5 Nf3 e6 e3 Nc6 cxd5 Qxd5 Bd3 Bb4+ Nc3 Bxc3+ bxc3 Bg6 c4 Qa5+ Bd2 Qa3 Bc1 Qd6 O-O Nf6 c5 Qd5 Re1 Nb4 Ba3 Nxd3 Qxd3 Bxd3","D02","Queen's Gambit Refused: Baltic Defense",4,10,0,"Fast",235773,12,1,-1,1
"cMSuepTX","TRUE",1504045493473,1504045803262,42,"resign","white","10+0","per1966",1719,"saviter",1679,"d4 d5 c4 e6 Nc3 Nf6 e3 Be7 Nf3 O-O Bd3 c5 O-O Nc6 a3 a5 Re1 Rb8 b3 Na7 e4 cxd4 Nxd4 dxe4 Nxe4 Qxd4 Be3 Qd7 Bxa7 Ra8 Be3 Rd8 Bc2 Nxe4 Bxe4 Ra6 Qxd7 Bxd7 Bxb7 Rd6 Bc5 Rd3","D35","Queen's Gambit Declined: Normal Defense",6,10,0,"Fast",309789,40,1,1,1
"HFJ7z4tg","TRUE",1504045153097,1504045488273,42,"mate","black","10+0","saviter",1689,"per1966",1670,"e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf5 d5 Bb5 d4 c3 Bxf5 exf5 Qd5 Bxc6+ bxc6 O-O Nf6 cxd4 exd4 Re1+ Be7 Bg5 h6 Bxf6 gxf6 Qe2 Qd6 Na3 Kd7 Rad1 Rae8 Qa6 Bd8 Qxa7+ Bc7 Nc2 Qxh2+ Kf1 Qh1#","B32","Sicilian Defense: Loewenthal Variation",8,10,0,"Fast",335176,19,1,-1,1
"6bL2hd0X","TRUE",1504044101366,1504044779571,59,"resign","white","10+0","gdf1981",1672,"saviter",1701,"e4 c5 d4 cxd4 Bd3 Nc6 Nf3 e5 O-O Nf6 Bg5 Be7 Bxf6 Bxf6 Na3 O-O Nc4 Re8 Nd6 Re6 Nf5 d5 exd5 Qxd5 b3 Nb4 Bc4 Qc6 Bxe6 Bxe6 Ne7+ Bxe7 Nxe5 Qxc2 Qf3 Bd5 Qg4 Qe4 Qxe4 Bxe4 Rfe1 Bc2 Rac1 d3 Nxd3 Nxd3 Rxe7 Nxc1 Rc7 Rd8 h3 Rd1+ Kh2 Bf5 Rc5 Be6 Rc7 Rd7 Rc8+","B21","Sicilian Defense: Smith-Morra Gambit #2",3,10,0,"Fast",678205,-29,-1,1,1
"pM3fIP4b","TRUE",1503761830020,1503762173833,31,"resign","black","10+0","saviter",1706,"ilkerk",1698,"e4 c5 Nf3 Nc6 Bc4 e6 d4 cxd4 Nxd4 Qa5+ Nc3 Bb4 Qd2 Nf6 Nxc6 bxc6 Bd3 Ba6 a3 Bxd3 Qxd3 Nxe4 axb4 Qxa1 Nxe4 Qxc1+ Ke2 Qxh1 Nd6+ Ke7 Nb7","B30","Sicilian Defense: Old Sicilian",4,10,0,"Fast",343813,8,1,-1,1
"bTIIkDZL","TRUE",1503760634567,1503761826031,107,"outoftime","white","10+0","ilkerk",1687,"saviter",1717,"d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 Nc3 O-O Bxf6 Bxf6 cxd5 exd5 e3 Bg4 Bd3 Nc6 Qb3 Bxf3 gxf3 Re8 Qxd5 Nxd4 Bxh7+ Kxh7 Qh5+ Kg8 O-O-O Re5 Qg4 Rg5 Qf4 Rf5 Qe4 Rxf3 Rxd4 Bxd4 Qxf3 Bxc3 bxc3 Qd3 Kb2 Rd8 Rc1 Qd2+ Rc2 Qd6 Qxb7 Qxh2 f4 Rd2 Rxd2 Qxd2+ Kb3 Qd1+ Kc4 Qe2+ Kd4 Qd2+ Kc4 Qxa2+ Kd3 c5 Qc8+ Kh7 Qxc5 Qb1+ Kd2 Qb2+ Kd3 Qb1+ Kd4 Qd1+ Ke4 Qh1+ Kd3 Qa8 Qf5+ Kg8 c4 a5 Kc3 a4 Kb2 Qb8+ Qb5 Qa8 Ka3 Qf3 Qe8+ Kh7 Kxa4 Qd1+ Kb4 Qd2+ Kb5 Qb2+ Kc6 Qf6+ Kc7 Qc3 Qe4+ g6 Qd4 Qa5+ Kd6","D30","Queen's Gambit Declined: Traditional Variation",7,10,0,"Fast",1191464,-30,-1,1,1
"Yekg9T0E","TRUE",1503760532698,1503760616567,18,"resign","black","2+15","saviter",1728,"li1chess",1723,"e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Qc7 Be2 Bb4 Bf3 Bxc3+ bxc3 Qxc3+ Kf1 Qxa1","B40","Sicilian Defense: French Variation |  Normal",8,2,15,"Light",83869,5,1,-1,1
"trc6nw8p","TRUE",1503709011548,1503710129695,72,"mate","black","10+1","robertao",1648,"saviter",1719,"e4 c5 Nf3 Nc6 Bc4 e5 d3 Nf6 c3 a6 Qb3 Qe7 Ng5 d5 exd5 Na5 Qa4+ b5 Qxa5 bxc4 Qa4+ Bd7 Qxc4 Bb5 Qb3 Bxd3 d6 Qxd6 Qxf7+ Kd8 Ne6+ Kc8 Nxf8 Rxf8 Qxg7 Ne4 Qg4+ Kb8 Be3 Qf6 Qf3 Qxf3 gxf3 Rxf3 Bxc5 Nxc5 Nd2 Rf4 Rg1 Bg6 O-O-O Nd3+ Kc2 Nxf2+ Kc1 Nxd1 Rxd1 Ra7 Nb3 Rf2 Rd5 e4 Nc5 e3 Rd8+ Kc7 Rd7+ Kb6 Na4+ Kb5 Rxa7 Rf1#","B30","Sicilian Defense: Old Sicilian",4,10,1,"Fast",1118147,-71,-1,-1,1
"GK3m5eMT","FALSE",1503708330476,1503708769851,45,"resign","white","5+8","saviter",1719,"acuario22",1765,"e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Nc3 c6 Bc4 Nf6 O-O O-O Bg5 c5 Nf5 Bxf5 exf5 Nc6 Re1 Nd4 Qd3 h6 Bh4 Re8 Nb5 Nxb5 Bxb5 Rf8 Qe3 Qb6 Qxe7 Qxb5 Bxf6 Rae8 Qxd6 Rxe1+ Rxe1 gxf6 Qxf6 c4 Re3 Kh7 Rg3","C41","Philidor Defense: Exchange Variation #2",7,5,8,"Light",439375,-46,-1,1,0
"ObJZSmQe","TRUE",1503686539265,1503688189299,66,"resign","black","15+15","odrim",1648,"saviter",1710,"d4 d5 Nf3 Nc6 e3 Nf6 Nc3 Bg4 Be2 e6 O-O Bb4 a3 Ba5 Ne5 Bxe2 Nxc6 Bxd1 Nxd8 Bxc3 Rxd1 Rxd8 bxc3 b6 a4 Rc8 a5 b5 Ba3 a6 f3 Nd7 e4 c5 exd5 exd5 Re1+ Kd8 Re2 Re8 Rxe8+ Kxe8 Re1+ Kd8 Re2 cxd4 Be7+ Kc7 cxd4 Kb7 Bd6 Rc6 Bf4 Rc4 Re7 Kc8 Re8+ Kb7 Rd8 Nf6 Rb8+ Ka7 Rb6 Rxd4 Rd6 Rxf4","D02","Queen's Pawn Game: Chigorin Variation",4,15,15,"Fast",1650034,-62,-1,-1,1
"iJubJD4Y","TRUE",1503624058119,1503624809957,93,"resign","white","10+0","marinaldodelphi",1696,"saviter",1722,"d4 d5 e4 dxe4 Bb5+ Bd7 Nc3 Bxb5 Nxb5 a6 Nc3 Nf6 Bg5 e6 Bxf6 gxf6 Nxe4 Bb4+ c3 Ba5 Qf3 f5 Nc5 Nc6 Nxb7 Qd5 Qxd5 exd5 Nf3 Rb8 Nxa5 Nxa5 b4 Nc4 O-O Kd7 Rfe1 h5 Ne5+ Nxe5 Rxe5 h4 Rxf5 h3 Re1 hxg2 Rxf7+ Kc6 Re6+ Kb7 Ree7 Rbc8 Rd7 Kc6 a4 Rhg8 Rde7 Kd6 Re5 Rg6 a5 Rh8 f4 Rxh2 Rg5 Rgh6 Rxg2 Rh1+ Kf2 Ke6 Rxc7 Rf6 Rc6+ Kf7 Rxf6+ Kxf6 Rg5 Rc1 Rg3 Kf5 Rf3 Ke4 f5 Rc2+ Kg3 Rc1 f6 Rg1+ Kf2 Rg8 f7 Rf8 Kg3","D00","Blackmar-Diemer Gambit",3,10,0,"Fast",751838,-26,-1,1,1
"oNpjGRlN","TRUE",1503539262012,1503539903522,90,"resign","black","10+0","saviter",1732,"abcheck",1768,"e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Qf6 c3 Nge7 Bb5 a6 Ba4 b5 Bb3 Na5 a4 Nxb3 Qxb3 bxa4 Rxa4 Qb6 Qxb6 Bxb6 O-O Bb7 Nf5 Bxe3 Nxe7 Kxe7 fxe3 Rhe8 Nd2 Bc6 Rc4 Bb5 Rxc7 Bxf1 Kxf1 Rec8 Rb7 Rcb8 Rc7 Rxb2 Nc4 Rb5 Ke2 a5 Kd3 a4 Na3 Rb3 Nc4 a3 Nxa3 Rbxa3 Rc5 R3a5 Rc4 Ke6 g4 Kd6 Rd4+ Ke5 h4 d6 Rb4 Re8 Rb7 Ke6 Kd4 h5 g5 g6 Rc7 Ra6 c4 Re7 Rc8 Kd7 Rg8 Re8 Rg7 Ke7 c5 dxc5+ Kxc5 Re6","C45","Scotch Game: Paulsen Attack",13,10,0,"Fast",641510,-36,-1,-1,1
"WB4cuSmD","TRUE",1503539126293,1503539233032,23,"resign","white","10+0","mhamed_basti",1833,"saviter",1740,"e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Nc3 Bb4 a3 Ba5 b4 Bb6 Nd5 Nxd5 exd5 e4 Re1 Nd4 Nxd4 Bxd4 Rxe4+","C55","Italian Game: Anti-Fried Liver Defense",6,10,0,"Fast",106739,93,1,1,1
"AusrgQtE","TRUE",1503453493431,1503455518068,91,"mate","white","15+15","saviter",1713,"raitenis",1659,"e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Re1 Bc5 h3 O-O c3 a5 a4 d6 d4 exd4 cxd4 Bb4 Nc3 Re8 Bd3 b6 Re3 Bb7 Na2 Re7 Nxb4 Nxb4 d5 Ba6 Bb1 Qe8 Qe1 c6 Bd2 c5 Bxb4 axb4 Nd2 Nh5 Bd3 Bxd3 Rxd3 Rxa4 b3 Rxa1 Qxa1 Nf6 Re3 Nxe4 Nxe4 Rxe4 Rxe4 Qxe4 Qa8+ Kh7 Qc6 Qb1+ Kh2 Qxb3 Qxd6 f6 Qe6 Qd3 d6 b3 d7 b2 Qxb6 Qxd7 Qxb2 Qd4 Qb1+ Kg8 Qb8+ Kf7 Qb7+ Kg6 Qb1+ Kh5 Qf5+ g5 g4+ Kh4 Qf3 Qe5+ Qg3+ Qxg3+ fxg3#","C55","Italian Game: Anti-Fried Liver Defense",6,15,15,"Fast",2024637,54,1,1,1
"RjReoOOB","TRUE",1503436730686,1503437119178,56,"mate","black","10+0","cris36",1605,"saviter",1698,"e3 e5 b3 d5 d3 Bb4+ Bd2 Bxd2+ Nxd2 Nc6 a3 d4 e4 Nf6 h3 O-O g4 h6 Ngf3 Re8 Rg1 Nh7 h4 a5 h5 Ng5 Nxg5 Qxg5 Nf3 Qf4 g5 Bg4 gxh6 Bxf3 Rxg7+ Kh8 Be2 Bxe2 Qxe2 Qxh6 Rxf7 Re7 Rxe7 Nxe7 Qg4 Rg8 Qd7 Rg1+ Ke2 Rxa1 Qd8+ Ng8 Qxc7 Qxh5+ Kd2 Rd1#","A00","Van't Kruijs Opening",1,10,0,"Fast",388492,-93,-1,-1,1
"5cfVF8SL","TRUE",1503436354142,1503436705015,71,"mate","white","10+0","saviter",1690,"cris36",1613,"e4 e6 d4 b6 Nf3 d6 Bd3 a6 O-O h6 c4 g5 h3 Bg7 Nc3 Bb7 d5 e5 a4 Nd7 a5 Ngf6 axb6 Nxb6 Be3 Bc8 Nh2 Nfd7 Ng4 h5 Nh2 Bf6 Qd2 Nc5 Bc2 Bd7 Bxc5 dxc5 d6 cxd6 Qxd6 Be7 Qxe5 Rb8 b3 f6 Qg3 h4 Qd3 O-O Ng4 Kg7 e5 f5 Ne3 Be6 Nxf5+ Bxf5 Qe2 Bg6 Bxg6 Kxg6 Rxa6 Ra8 Qe4+ Rf5 Qc6+ Kh5 Rxb6 Ra3 Qh6#","C00","French Defense: Normal Variation",3,10,0,"Fast",350873,77,1,1,1
"9y0B0iGR","TRUE",1503436186521,1503436350045,48,"mate","black","10+0","cris36",1622,"saviter",1681,"e3 d5 b3 e5 Bb2 Nf6 a3 Nc6 h3 d4 g4 dxe3 fxe3 h6 Qf3 Bd6 Nc3 O-O O-O-O e4 Nxe4 Nxe4 Qxe4 Re8 Qd3 Ne5 Qc3 h5 Nf3 hxg4 hxg4 Bxg4 Bg2 Qf6 Qd3 Nxd3+ cxd3 Qg6 Nh4 Qxd3 Bxb7 Rab8 Bf3 Bxf3 Nxf3 Rxb3 Bxg7 Qb1#","A00","Van't Kruijs Opening",1,10,0,"Fast",163524,-59,-1,-1,1
"TpzoFNxO","TRUE",1503350881552,1503351774828,80,"resign","black","10+0","fagnervalenca",1702,"saviter",1681,"e4 e5 Nf3 Nc6 Nc3 Bb4 Bc4 Nf6 Ng5 O-O a3 Ba5 d3 Nd4 b4 Bb6 h3 a5 b5 c6 a4 cxb5 axb5 d6 Bd2 Bd7 Na4 Nxb5 Nxb6 Qxb6 Bxb5 Bxb5 Rb1 a4 c4 a3 cxb5 a2 Ra1 Qd4 Be3 Qc3+ Bd2 Qd4 O-O Qxd3 f3 h6 h4 hxg5 hxg5 Nh7 Kf2 Qxb5 Rh1 Qb6+ Kg3 g6 f4 f6 fxe5 dxe5 Qg4 Qb3+ Kf2 fxg5+ Ke2 Qc4+ Kd1 Qd4 Qe6+ Kh8 Rxh7+ Kxh7 Qe7+ Kh6 Qxg5+ Kg7 Qe7+ Rf7","C46","Three Knights Opening #2",6,10,0,"Fast",893276,21,1,-1,1
"wZf7MIFt","TRUE",1503349513532,1503350516698,84,"outoftime","black","10+0","saviter",1707,"episode",1699,"e4 e6 d4 b6 Nf3 Bb7 Nc3 Nf6 e5 Nd5 Nxd5 Bxd5 b3 Be7 c4 Bb7 Be2 Na6 O-O O-O a4 d5 Ba3 c5 a5 Nc7 Qd2 Bc6 cxd5 Nxd5 a6 f5 Rfd1 Nc7 Bb2 Nd5 Bc4 Nc7 Bc1 Bxf3 gxf3 h6 Qf4 Nd5 Bxd5 Qxd5 Rd3 Bg5 Qg3 Bxc1 Rxc1 f4 Qg6 Rf5 Rcc3 Rg5+ Qxg5 hxg5 dxc5 Qc6 Rd6 Qb5 cxb6 axb6 Rxe6 Kh7 Rc7 Qxa6 Ree7 Rg8 e6 Qa1+ Kg2 Qf6 Rb7 Kh6 Rxb6 Qxe7 Ra6 Kh5 b4 Qxb4 Rd6 Qxd6","C00","French Defense: Normal Variation",3,10,0,"Fast",1003166,8,1,-1,1
"zKEJPiXZ","TRUE",1503341608952,1503342276237,47,"resign","black","10+0","saviter",1735,"slm_mhr",1733,"e4 e5 Nf3 Nc6 Bb5 Qf6 O-O Bc5 d3 h6 Re1 a6 Ba4 Nd4 Nxd4 exd4 e5 Qg6 c3 Ne7 b4 Ba7 c4 O-O c5 Nf5 Bb2 Nh4 g3 d6 Re4 Nf5 exd6 cxd6 Qc2 d5 Rf4 Bb8 Rf3 Nh4 Qe2 Bg4 Rf6 gxf6 f3 Nxf3+ Kh1","C60","Ruy Lopez",5,10,0,"Fast",667285,2,1,-1,1
"wmytcciw","TRUE",1503176706076,1503177726143,74,"resign","black","5+12","saviter",1744,"quadrivium7",1801,"e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Bb4 Bd2 Qc7 a3 Bc5 Nf3 Nc6 Bd3 Nf6 O-O O-O Re1 d6 Bg5 Ng4 h3 Nge5 Nxe5 Nxe5 b4 Nxd3 Qxd3 Ba7 b5 Bb6 Na4 Ba7 bxa6 bxa6 Rab1 Bb7 Red1 d5 exd5 Bxd5 g3 Rfb8 Bf4 e5 Qxd5 exf4 gxf4 Qxf4 Rxb8+ Qxb8 Nc5 Bxc5 Qxc5 Qc8 Qxc8+ Rxc8 Rc1 Kf8 Kg2 Ke7 Kf3 Rc3+ Ke4 Rxa3 c4 Rxh3 c5 Kd7 Rd1+ Kc6","B43","Sicilian Defense: Kan Variation |  Knight Variation",9,5,12,"Light",1020067,-57,-1,-1,1
"0am1YP3X","TRUE",1503174808857,1503175387515,54,"resign","black","10+0","leps000",1705,"saviter",1719,"e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 O-O Nf6 d3 Be7 Nbd2 O-O b3 Re8 Bb2 Ba6 c4 d5 Bxe5 dxc4 Nxc4 Ng4 Bg3 Bxc4 bxc4 Bd6 Bxd6 cxd6 Nd4 Ne5 Rb1 d5 cxd5 cxd5 Re1 dxe4 dxe4 Qa5 Rb2 Rad8 Rd2 Nc4 Rd3 Qxa2 Re2 Qa6 Qb3 Qa1+ Rd1 Qa6 Rc2 Rxd4","C62","Ruy Lopez: Steinitz Defense",6,10,0,"Fast",578658,-14,-1,-1,1
"mw9H8a1S","TRUE",1503173867395,1503174744455,75,"outoftime","white","10+0","saviter",1709,"leps000",1716,"e4 Nc6 d4 e5 d5 Nb4 a3 Qh4 Nc3 Na6 Bxa6 bxa6 Nf3 Qg4 O-O Nf6 Nxe5 Qh4 Nf3 Qh5 h3 Bd6 Re1 Be5 Nxe5 Qxe5 Qf3 d6 Bf4 Qe7 e5 O-O exf6 Qxf6 Rab1 Bb7 Ne4 Qd4 Red1 Qc4 Nf6+ gxf6 Qg3+ Kh8 b3 Qxc2 Rdc1 Qe4 f3 Qxd5 Rxc7 Qd4+ Kh2 Rg8 Qh4 Qd3 Qxf6+ Rg7 Rxf7 Rg8 Rxg7 Rxg7 Re1 Bc6 Qf8+ Rg8 Qf6+ Rg7 Bh6 Qg6 Bxg7+ Qxg7 Qd8+ Qg8 Qxd6","B00","Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation",5,10,0,"Fast",877060,-7,-1,1,1
"0CCos4zy","TRUE",1503171991209,1503172560849,62,"resign","black","10+0","everest999",1651,"saviter",1684,"e4 e5 d3 Nc6 Nf3 Nf6 Bg5 h6 Bh4 Be7 Nc3 O-O Be2 Re8 O-O b6 a3 Ba6 Re1 Bb7 d4 exd4 Bxf6 Bxf6 Nd5 Nb8 Nxf6+ Qxf6 Bd3 Nc6 h3 Ne5 Nxe5 Rxe5 Qg4 d5 exd5 Rxd5 Be4 Rg5 Qf3 Qxf3 Bxf3 Bxf3 g3 h5 h4 Rc5 Rac1 Rb5 b3 Rc5 Re7 Kf8 Ree1 Re8 Rxe8+ Kxe8 b4 Rc3 a4 Kd7","C20","King's Pawn Game: Leonardis Variation",3,10,0,"Fast",569640,-33,-1,-1,1
"P8PM7tjz","TRUE",1503171085792,1503171318268,49,"resign","white","10+0","majorwarren",1706,"saviter",1695,"e4 c5 d3 Nc6 Nf3 d6 Be3 e5 Nc3 Nf6 Be2 Be7 Qd2 O-O O-O-O Ng4 h3 Nxe3 fxe3 Be6 Rdg1 Nb4 b3 Qa5 Kb1 Bf6 g4 h6 h4 d5 exd5 Nxd5 Nxd5 Qxd2 Nxd2 Bxd5 e4 Be6 g5 hxg5 hxg5 Be7 Rh2 f6 Rgh1 Kf7 Bh5+ Kg8 Bg6","B20","Sicilian Defense",2,10,0,"Fast",232476,11,1,1,1
"3Xzd26zM","TRUE",1503170512936,1503171074492,67,"resign","white","10+0","saviter",1683,"majorwarren",1717,"e4 e5 Nf3 d6 Bc4 Be6 Bxe6 fxe6 O-O Nc6 d4 exd4 Nxd4 Qd7 Be3 O-O-O Nc3 Nxd4 Bxd4 b6 Qf3 e5 Be3 h6 a4 Nf6 a5 b5 Bxa7 Be7 Nd5 Rdf8 Nxe7+ Qxe7 Qb3 c6 Bb6 Nxe4 a6 Kd7 Qh3+ Ke8 a7 Kf7 Qf3+ Nf6 Qxc6 Rc8 Qxb5 g5 Qb3+ Kg7 Ra4 d5 Rfa1 Qd6 a8=Q Rxa8 Rxa8 e4 R1a7+ Nd7 Qc3+ d4 Qc7 Qxb6 Qxb6","C41","Philidor Defense #3",5,10,0,"Fast",561556,-34,-1,1,1
"Manr2avh","TRUE",1503170017138,1503170501426,73,"resign","white","10+0","majorwarren",1707,"saviter",1693,"d4 d5 c3 Nc6 Nf3 Bg4 Nbd2 Nf6 Nb3 Bxf3 exf3 e5 Bg5 h6 Bxf6 Qxf6 Be2 exd4 cxd4 Bb4+ Kf1 O-O a3 Bd6 Qd3 Rae8 Rd1 Qe6 Re1 Qf6 Bd1 Rxe1+ Kxe1 Re8+ Kf1 Bf4 Bc2 g6 g3 Bd6 h4 a5 h5 a4 Nc5 Bxc5 dxc5 Ne5 Qxd5 Qxf3 Qxf3 Nxf3 hxg6 Nd2+ Kg2 fxg6 Rxh6 Nb3 Rxg6+ Kf7 Rg4 Nxc5 Bg6+ Kf8 Bxe8 Kxe8 Kf3 b6 Rf4 Ne6 Re4 Kf7 Rxa4","D00","Queen's Pawn Game",2,10,0,"Fast",484288,14,1,1,1
"HJmmJQON","TRUE",1503169666809,1503169926487,43,"resign","white","10+0","taural",1758,"saviter",1702,"d4 d5 Nf3 Nc6 e3 Bg4 Be2 Bxf3 Bxf3 e5 dxe5 Nxe5 Nd2 Nf6 O-O Bb4 c3 Ba5 Be2 O-O Nf3 Nc4 Bxc4 dxc4 Qc2 Re8 Rd1 Qe7 b3 cxb3 Qxb3 b6 Bb2 Ne4 Rac1 Nc5 Qc2 Red8 Ba3 Qf6 Nd4 Ne4 Qxe4","D02","Queen's Pawn Game: Chigorin Variation",4,10,0,"Fast",259678,56,1,1,1
"4lFC7APk","TRUE",1503168853939,1503169637791,70,"resign","black","10+0","saviter",1713,"yosoyfenix",1709,"e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 e6 Nc3 h6 Be2 Nge7 O-O a6 a4 d5 Nxc6 bxc6 Qd2 Bb7 exd5 cxd5 a5 Bc6 Bb6 Qd7 cxd5 Nxd5 Nxd5 Bxd5 Rab1 O-O Rfd1 Kh7 b4 Qa4 b5 axb5 Bxb5 Qe4 f3 Qf5 Bd3 Qe5 Re1 Qf6 Qe3 h5 Bd4 Qe7 Bc5 Qf6 Bxf8 Bxf8 a6 Bh6 Qb6 Qc3 Bf1 Bg7 a7 Bd4+ Qxd4 Qxd4+ Kh1 Rxa7","B38","Sicilian Defense: Accelerated Dragon |  Maroczy Bind",11,10,0,"Fast",783852,4,1,-1,1
